order_number,line_item,order_date,delivery_date,customerkey,productkey,quantity,currency_code,open_date,gender,first_name,last_name,city,state_code,state,zip_code,country,continent,birthday,year,month,age,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,Exchange_Rate,Generation
2236003,6,2021-02-13,2021-02-21,1925694,1572,3,USD,2010-01-01,Male,Fabrice,Lamoureux,Minneapolis,MN,Minnesota,55418,United States,North America,1941-11-06,1941,November,83,SV DVD Player M110 Silver,Southridge Video,Silver,26.6700,57.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Early Era (1935-1950)
548002,6,2016-01-07,2016-05-07,1143574,1701,1,GBP,2010-01-01,Female,Samantha,Barnes,NEWBRIDGE,Oxford,Oxford,OX8 6UN,United Kingdom,Europe,1936-07-25,1936,July,88,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.7529,Early Era (1935-1950)
1023009,2,2017-10-19,2017-10-24,1504616,1701,2,USD,2010-01-01,Male,Justin,Helms,New York,NY,New York,10007,United States,North America,2000-06-22,2000,June,24,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,1.0000,Modern Era (1991-2015)
1085015,4,2017-12-20,2017-12-23,433554,1701,5,EUR,2010-01-01,Male,Markus,Kuster,Bergisch Gladbach Herrenstrunden,NW,Nordrhein-Westfalen,51429,Germany,Europe,1980-07-06,1980,July,44,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.8442,Tech Boom (1971-1990)
1167001,5,2018-12-03,2018-03-18,614234,1701,5,EUR,2010-01-01,Female,Aurelie,LaCaille,LOOS,NP,Nord-Pas-de-Calais,59120,France,Europe,1994-09-23,1994,September,30,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.8129,Modern Era (1991-2015)
1363008,1,2018-09-24,2018-09-27,199120,1701,3,AUD,2010-01-01,Female,Kayla,Niven,BROOKSIDE CENTRE,QLD,Queensland,4053,Australia,Australia,1977-11-17,1977,November,47,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,1.3749,Tech Boom (1971-1990)
1410013,1,2018-10-11,2018-11-14,769777,1701,4,EUR,2010-01-01,Male,Berardo,Colombo,Castel Trosino,AP,Ascoli Piceno,63100,Italy,Europe,1971-06-30,1971,June,53,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.8814,Tech Boom (1971-1990)
1448030,3,2018-12-18,2018-12-22,703212,1701,5,EUR,2010-01-01,Male,Alarico,Romani,Monte Di Mezzo,TN,Trento,38050,Italy,Europe,1936-08-15,1936,August,88,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.8790,Early Era (1935-1950)
1475009,1,2019-01-14,2019-01-16,1250029,1701,2,USD,2010-01-01,Male,Thomas,Guerra,Monroe,LA,Louisiana,71201,United States,North America,1947-05-27,1947,May,77,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,1.0000,Early Era (1935-1950)
1683041,1,2019-10-08,2019-08-17,1553334,1701,5,USD,2010-01-01,Male,Michael,Martin,New York,NY,New York,10019,United States,North America,1976-01-12,1976,January,48,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,1.0000,Tech Boom (1971-1990)
1660009,1,2019-07-18,2019-07-24,607615,1701,2,EUR,2010-01-01,Female,Catherine,Robert,SAINT-DIE,LO,Lorraine,88100,France,Europe,1996-01-13,1996,January,28,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.8916,Modern Era (1991-2015)
1748014,1,2019-10-14,2019-10-18,673346,1701,1,EUR,2010-01-01,Female,Julie,Tremblay,VERSAILLES,IL,Ile-de-France,78000,France,Europe,2000-08-22,2000,August,24,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.9065,Modern Era (1991-2015)
1767020,4,2019-02-11,2019-07-11,924975,1701,4,GBP,2010-01-01,Female,Kayleigh,Power,KILVERSTONE,Breckland,Breckland,IP24 5DJ,United Kingdom,Europe,1963-12-14,1963,December,61,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.7721,Digital Revolution (1951-1970)
1786038,2,2019-11-21,2019-11-24,1713848,1701,4,USD,2010-01-01,Female,Eva,Starnes,Anaheim,CA,California,92801,United States,North America,1978-01-08,1978,January,46,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,1.0000,Tech Boom (1971-1990)
1819026,1,2019-12-24,2019-12-25,1997542,1701,3,USD,2010-01-01,Male,Srecko,Radic,Gwinner,ND,North Dakota,58040,United States,North America,2000-03-22,2000,March,24,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,1.0000,Modern Era (1991-2015)
1825040,3,2019-12-30,2020-06-01,1176534,1701,3,GBP,2010-01-01,Female,Poppy,Winter,BRANSTON BOOTHS,North Kesteven,North Kesteven,LN4 3JF,United Kingdom,Europe,1954-08-20,1954,August,70,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,0.7615,Digital Revolution (1951-1970)
2126000,1,2020-10-26,2020-10-30,2001755,1701,7,USD,2010-01-01,Female,Mie,Huus,Lincoln,NE,Nebraska,68501,United States,North America,1960-01-09,1960,January,64,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
2201012,1,2021-09-01,2021-01-14,289281,1701,1,CAD,2010-01-01,Male,Eugene,Burkholder,Rochebaucourt,QC,Quebec,J0Y 2J0,Canada,North America,1992-09-06,1992,September,32,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.5400,4.9800,701,Boxed Games,7,Games and Toys,1.2688,Modern Era (1991-2015)
548002,7,2016-01-07,2016-05-07,1143574,1619,1,GBP,2010-01-01,Female,Samantha,Barnes,NEWBRIDGE,Oxford,Oxford,OX8 6UN,United Kingdom,Europe,1936-07-25,1936,July,88,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.7529,Early Era (1935-1950)
559007,1,2016-12-07,2016-07-21,1454940,1619,3,USD,2010-01-01,Female,Rosario,Brown,Apex,NC,North Carolina,27502,United States,North America,1976-07-29,1976,July,48,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
608006,1,2016-08-30,2016-08-31,312359,1619,5,CAD,2010-01-01,Female,Tara,Garcia,Barrhead,AB,Alberta,T0G 0E0,Canada,North America,1987-01-26,1987,January,37,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.3039,Tech Boom (1971-1990)
709005,1,2016-09-12,2016-12-14,962009,1619,2,GBP,2010-01-01,Male,Harry,Parker,MARCUS,Angus,Angus,DD8 1RG,United Kingdom,Europe,1992-01-05,1992,January,32,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.7949,Modern Era (1991-2015)
2074005,1,2020-04-09,2020-09-09,261122,1619,2,CAD,2010-01-01,Male,Mike,Defilippo,Etzikom,AB,Alberta,T0K 0W0,Canada,North America,1979-01-21,1979,January,45,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.3096,Tech Boom (1971-1990)
864014,3,2017-05-13,2017-05-20,825334,1619,3,EUR,2010-01-01,Female,Wiesje,Kicken,Heesch,NB,Noord-Brabant,5384 HB,Netherlands,Europe,1935-08-17,1935,August,89,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.9195,Early Era (1935-1950)
964000,1,2017-08-21,2017-08-27,1353582,1619,4,USD,2010-01-01,Male,Willie,Walsh,Tampa,FL,Florida,33602,United States,North America,1980-10-27,1980,October,44,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
1060015,1,2017-11-25,2017-01-12,1422501,1619,6,USD,2010-01-01,Female,Michelle,Rice,Hickory Hills,IL,Illinois,60457,United States,North America,1966-04-25,1966,April,58,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1091000,4,2017-12-26,2017-12-29,74071,1619,10,AUD,2010-01-01,Female,Bethany,Gow,CLYDE,VIC,Victoria,3978,Australia,Australia,1982-03-06,1982,March,42,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.2957,Tech Boom (1971-1990)
1713015,3,2019-09-09,2019-09-13,1472319,1619,2,USD,2010-01-01,Male,Christopher,Yancy,Hornell,NY,New York,14843,United States,North America,1966-03-12,1966,March,58,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1289012,3,2018-12-07,2018-07-17,1022792,1619,2,GBP,2010-01-01,Male,Freddie,Barton,MARSTON ON DOVE,South Derbyshire,South Derbyshire,DE65 5TQ,United Kingdom,Europe,1962-06-04,1962,June,62,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.7571,Digital Revolution (1951-1970)
2080004,2,2020-10-09,2020-09-17,930820,1619,2,GBP,2010-01-01,Male,Morgan,Brennan,CHISELDON,Swindon,Swindon,SN4 6DP,United Kingdom,Europe,1975-12-24,1975,December,49,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.7730,Tech Boom (1971-1990)
1408005,3,2018-08-11,2018-11-11,480220,1619,1,EUR,2010-01-01,Female,Franziska,Scholz,Hohenkammer,BY,Freistaat Bayern,85411,Germany,Europe,1973-10-08,1973,October,51,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.8754,Tech Boom (1971-1990)
1426010,1,2018-11-26,2018-02-12,1448616,1619,1,USD,2010-01-01,Male,Donald,Tomlinson,Metairie,LA,Louisiana,70006,United States,North America,1935-08-29,1935,August,89,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Early Era (1935-1950)
1501014,1,2019-09-02,2019-02-15,1292219,1619,8,USD,2010-01-01,Female,Betty,Gray,Merrillville,IN,Indiana,46410,United States,North America,1980-10-27,1980,October,44,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
1826028,7,2019-12-31,2020-06-01,537758,1619,3,EUR,2010-01-01,Male,Dennis,Nadel,Friedland,MV,Mecklenburg-Vorpommern,17095,Germany,Europe,1970-09-04,1970,September,54,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.8902,Digital Revolution (1951-1970)
1749017,1,2019-10-15,2019-10-23,265598,1619,1,CAD,2010-01-01,Male,Tyler,Vaught,London,ON,Ontario,N5W 5K6,Canada,North America,1971-03-23,1971,March,53,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.3230,Tech Boom (1971-1990)
1799022,3,2019-04-12,2019-06-12,1772750,1619,2,USD,2010-01-01,Female,Tiffany,Bailey,Laurel Springs,NJ,New Jersey,8021,United States,North America,1935-04-21,1935,April,89,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Early Era (1935-1950)
1833037,1,2020-07-01,2020-08-01,223761,1619,1,CAD,2010-01-01,Male,Bruno,William,Fort Mcmurray,AB,Alberta,T9H 3J9,Canada,North America,1954-07-01,1954,July,70,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.2997,Digital Revolution (1951-1970)
1856037,2,2020-01-30,2020-03-02,499646,1619,1,EUR,2010-01-01,Female,Ines,Gerste,Sehlde,NI,Niedersachsen,38279,Germany,Europe,1989-09-19,1989,September,35,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.9067,Tech Boom (1971-1990)
1983006,1,2020-05-06,2020-10-06,2007028,1619,9,USD,2010-01-01,Male,Georg,Pettersen,Harrisburg,PA,Pennsylvania,17109,United States,North America,1968-10-04,1968,October,56,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1984008,1,2020-06-06,2020-08-06,477328,1619,6,EUR,2010-01-01,Male,Jorg,Farber,Bremen Burgdamm,HB,Freie Hansestadt Bremen,28719,Germany,Europe,1995-06-17,1995,June,29,Contoso DVD Player M130 Grey,Contoso,Grey,27.5900,59.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.8826,Modern Era (1991-2015)
1896025,1,2020-10-03,2020-03-15,1143574,1794,1,GBP,2010-01-01,Female,Samantha,Barnes,NEWBRIDGE,Oxford,Oxford,OX8 6UN,United Kingdom,Europe,1936-07-25,1936,July,88,MGS Zoo Tycoon Complete Collection2009 E150,Tailspin Toys,Silver,21.9200,43.0000,702,Download Games,7,Games and Toys,0.7672,Early Era (1935-1950)
771000,1,2017-09-02,2017-02-16,1164225,1794,2,GBP,2010-01-01,Female,Chloe,Mason,DRYGRANGE,Scottish Borders,Scottish Borders,TD6 6QN,United Kingdom,Europe,1943-05-16,1943,May,81,MGS Zoo Tycoon Complete Collection2009 E150,Tailspin Toys,Silver,21.9200,43.0000,702,Download Games,7,Games and Toys,0.7958,Early Era (1935-1950)
788001,2,2017-02-26,2017-07-03,1232687,1794,3,USD,2010-01-01,Female,Cathy,Bailey,Indianapolis,IN,Indiana,46225,United States,North America,1961-06-07,1961,June,63,MGS Zoo Tycoon Complete Collection2009 E150,Tailspin Toys,Silver,21.9200,43.0000,702,Download Games,7,Games and Toys,1.0000,Digital Revolution (1951-1970)
1253018,4,2018-06-06,2018-09-06,915874,1794,2,GBP,2010-01-01,Male,Jude,Nash,FERNIE,Fife,Fife,KY15 6JD,United Kingdom,Europe,1970-01-17,1970,January,54,MGS Zoo Tycoon Complete Collection2009 E150,Tailspin Toys,Silver,21.9200,43.0000,702,Download Games,7,Games and Toys,0.7453,Digital Revolution (1951-1970)
548004,1,2016-01-07,2016-07-15,1313113,1303,7,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,Contoso Telephoto Conversion Lens M350 Blue,Contoso,Blue,43.6900,95.0000,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
1599021,1,2019-05-18,2019-05-20,1366578,1303,1,USD,2010-01-01,Male,Paul,Fry,Athens,GA,Georgia,30601,United States,North America,1936-05-06,1936,May,88,Contoso Telephoto Conversion Lens M350 Blue,Contoso,Blue,43.6900,95.0000,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Early Era (1935-1950)
2177006,1,2020-12-16,2020-12-22,1667206,1303,1,USD,2010-01-01,Female,Janine,Loveland,Oakland,CA,California,94612,United States,North America,1950-04-08,1950,April,74,Contoso Telephoto Conversion Lens M350 Blue,Contoso,Blue,43.6900,95.0000,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Early Era (1935-1950)
1832034,2,2020-06-01,2020-09-01,1834516,1303,3,USD,2010-01-01,Male,Roy,Hendrix,New Orleans,LA,Louisiana,70112,United States,North America,1977-07-03,1977,July,47,Contoso Telephoto Conversion Lens M350 Blue,Contoso,Blue,43.6900,95.0000,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Tech Boom (1971-1990)
2092005,1,2020-09-22,2020-09-24,1464274,1303,2,USD,2010-01-01,Female,Diane,Young,Palmersville,TN,Tennessee,38241,United States,North America,1986-09-22,1986,September,38,Contoso Telephoto Conversion Lens M350 Blue,Contoso,Blue,43.6900,95.0000,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Tech Boom (1971-1990)
548004,2,2016-01-07,2016-07-15,1313113,1267,9,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,Contoso Carrying Case E312 Pink,Contoso,Pink,25.4700,49.9600,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
1823061,1,2019-12-28,2020-01-01,2088314,1267,10,USD,2010-01-01,Male,Lloyd,Johnson,Frisco,TX,Texas,75034,United States,North America,1976-07-13,1976,July,48,Contoso Carrying Case E312 Pink,Contoso,Pink,25.4700,49.9600,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Tech Boom (1971-1990)
1823061,2,2019-12-28,2020-01-01,2088314,1267,4,USD,2010-01-01,Male,Lloyd,Johnson,Frisco,TX,Texas,75034,United States,North America,1976-07-13,1976,July,48,Contoso Carrying Case E312 Pink,Contoso,Pink,25.4700,49.9600,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Tech Boom (1971-1990)
1228008,1,2018-12-05,2018-05-14,808497,1267,4,EUR,2010-01-01,Female,Fabienne,Keulers,Rijswijk,ZH,Zuid-Holland,2286 LS,Netherlands,Europe,1939-09-29,1939,September,85,Contoso Carrying Case E312 Pink,Contoso,Pink,25.4700,49.9600,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0.8379,Early Era (1935-1950)
1611028,1,2019-05-30,2019-03-06,1183039,1267,4,GBP,2010-01-01,Male,Max,Mitchell,BALLEICH,Falkirk,Falkirk,FK8 6GQ,United Kingdom,Europe,1942-05-22,1942,May,82,Contoso Carrying Case E312 Pink,Contoso,Pink,25.4700,49.9600,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0.7920,Early Era (1935-1950)
1714003,1,2019-10-09,2019-09-16,1889240,1267,6,USD,2010-01-01,Male,Claudio,Hamby,Rochester Hills,MI,Michigan,48306,United States,North America,1960-10-19,1960,October,64,Contoso Carrying Case E312 Pink,Contoso,Pink,25.4700,49.9600,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
2093003,1,2020-09-23,2020-09-30,174176,1267,6,AUD,2010-01-01,Male,Flynn,Mei,NOWERGUP,WA,Western Australia,6032,Australia,Australia,1940-02-21,1940,February,84,Contoso Carrying Case E312 Pink,Contoso,Pink,25.4700,49.9600,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.4060,Early Era (1935-1950)
1843026,2,2020-01-17,2020-01-22,1047846,1267,2,GBP,2010-01-01,Female,Emma,Lamb,SAUGHALL MASSIE,Wirral,Wirral,CH47 7XZ,United Kingdom,Europe,2000-04-01,2000,April,24,Contoso Carrying Case E312 Pink,Contoso,Pink,25.4700,49.9600,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0.7662,Modern Era (1991-2015)
548004,3,2016-01-07,2016-07-15,1313113,1041,1,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,A. Datum Full Frame Digital Camera X300 Azure,A. Datum,Azure,76.5300,231.0000,401,Digital Cameras,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
1314007,2,2018-06-08,2018-09-08,456306,1041,2,EUR,2010-01-01,Female,Katrin,Fink,Plauen,SN,Freistaat Sachsen,8502,Germany,Europe,1993-10-05,1993,October,31,A. Datum Full Frame Digital Camera X300 Azure,A. Datum,Azure,76.5300,231.0000,401,Digital Cameras,4,Cameras and camcorders,0.8663,Modern Era (1991-2015)
1945003,3,2020-04-28,2020-03-05,1363803,1041,3,USD,2010-01-01,Female,Erin,Stevens,Turner,ME,Maine,4282,United States,North America,1978-11-07,1978,November,46,A. Datum Full Frame Digital Camera X300 Azure,A. Datum,Azure,76.5300,231.0000,401,Digital Cameras,4,Cameras and camcorders,1.0000,Tech Boom (1971-1990)
1491023,1,2019-01-30,2019-01-31,1313113,1582,1,USD,2010-01-01,Female,Mercedes,Leon,Ocean Drive Beach,SC,South Carolina,29582,United States,North America,1963-12-25,1963,December,61,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
721017,2,2016-12-21,2016-12-26,1429587,1582,2,USD,2010-01-01,Female,Mary,Montgomery,Lakewood,NJ,New Jersey,8701,United States,North America,1982-05-29,1982,May,42,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
764009,2,2017-02-02,2017-10-02,1204679,1582,1,USD,2010-01-01,Female,Florence,Farley,Worcester,MA,Massachusetts,1608,United States,North America,1945-01-20,1945,January,79,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Early Era (1935-1950)
917000,3,2017-05-07,2017-09-07,231984,1582,5,CAD,2010-01-01,Female,Kathryn,Williams,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1954-12-26,1954,December,70,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.2960,Digital Revolution (1951-1970)
1246013,1,2018-05-30,2018-02-06,1782682,1582,5,USD,2010-01-01,Male,Christopher,Backus,Grand Rapids,MI,Michigan,49503,United States,North America,1962-04-14,1962,April,62,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1277016,3,2018-06-30,2018-02-07,983539,1582,1,GBP,2010-01-01,Male,Ewan,Chandler,CUBLINGTON,Central Bedfordshire,Central Bedfordshire,LU7 3SJ,United Kingdom,Europe,1951-07-17,1951,July,73,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.7600,Digital Revolution (1951-1970)
1291025,3,2018-07-14,2018-07-23,1440753,1582,4,USD,2010-01-01,Female,Cindy,Bradley,Middletown,CT,Connecticut,6457,United States,North America,1962-02-14,1962,February,62,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1422031,2,2018-11-22,2018-11-28,1805961,1582,2,USD,2010-01-01,Female,Deloris,Lizotte,Norcross,GA,Georgia,30071,United States,North America,1978-10-30,1978,October,46,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
1456058,6,2018-12-26,2019-01-01,1765668,1582,3,USD,2010-01-01,Male,William,Doherty,Saint Louis,MO,Missouri,63114,United States,North America,1999-07-19,1999,July,25,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Modern Era (1991-2015)
1465034,2,2019-04-01,2019-07-01,458021,1582,1,EUR,2010-01-01,Male,Christian,Gartner,Zwota,SN,Freistaat Sachsen,8266,Germany,Europe,1945-09-02,1945,September,79,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.8770,Early Era (1935-1950)
1494024,1,2019-02-02,2019-07-02,1795690,1582,2,USD,2010-01-01,Male,Louis,Lee,Clute,TX,Texas,77531,United States,North America,1957-09-01,1957,September,67,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Digital Revolution (1951-1970)
1504032,1,2019-12-02,2019-02-14,340339,1582,2,CAD,2010-01-01,Male,John,Kennedy,Montreal,QC,Quebec,H3K 2C3,Canada,North America,1998-07-15,1998,July,26,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.3252,Modern Era (1991-2015)
1611011,1,2019-05-30,2019-05-06,1821463,1582,2,USD,2010-01-01,Female,Willie,Cunningham,Owensboro,KY,Kentucky,42301,United States,North America,1972-08-23,1972,August,52,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Tech Boom (1971-1990)
1660035,2,2019-07-18,2019-07-24,533705,1582,1,EUR,2010-01-01,Male,Mathias,Maur,Pliening,BY,Freistaat Bayern,85652,Germany,Europe,1946-10-06,1946,October,78,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.8916,Early Era (1935-1950)
1815026,1,2019-12-20,2019-12-25,1473522,1582,2,USD,2010-01-01,Female,Susan,Cecil,Strongsville,OH,Ohio,44136,United States,North America,1949-08-16,1949,August,75,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Early Era (1935-1950)
1692010,2,2019-08-19,2019-08-25,1189159,1582,1,GBP,2010-01-01,Male,Alex,Stevenson,NORTH BERWICK,East Lothian,East Lothian,EH39 0ET,United Kingdom,Europe,1938-02-26,1938,February,86,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.8248,Early Era (1935-1950)
1771035,4,2019-06-11,2019-08-11,1702950,1582,3,USD,2010-01-01,Male,Christopher,Mathew,Los Angeles,CA,California,90017,United States,North America,1996-05-11,1996,May,28,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",1.0000,Modern Era (1991-2015)
1815024,1,2019-12-20,2019-12-29,825894,1582,1,EUR,2010-01-01,Male,Timotheus,Liefting,Arnhem,GE,Gelderland,6844 HE,Netherlands,Europe,1971-04-19,1971,April,53,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.2700,17.9900,602,Movie DVD,6,"Music, Movies and Audio Books",0.9011,Tech Boom (1971-1990)
